temperature,vibration,pressure,failure
73.97371322408986,2.987232587538428,91.36506395035066,0.0
68.89388559063052,3.7832219939267233,99.68796511060916,0.0
75.18150830480553,2.811370118500058,100.18016872044447,0.0
82.1842388512642,3.5380577055414397,104.72630345843406,0.0
68.12677300221331,1.1595779995693216,86.33141636719174,0.0
68.12690434440655,4.319940561059408,105.92567273847331,0.0
82.63370252405913,4.001808213043336,72.95608368397225,0.0
76.13947783322327,2.774367053397714,93.70115447636189,0.0
66.24420491252039,4.988868502648607,95.11726157548455,0.0
74.34048034868772,5.406355206439837,106.33326826071239,0.0
66.2926584575003,1.5886602034465387,100.22630852676869,0.0
66.27416197143795,2.8559128321506786,85.94436946143713,0.0
71.93569817252828,2.8462864753190527,90.15006874182984,0.0
54.69375804273761,2.590145348336703,101.98680009547407,0.0
56.20065733989574,5.244212262897623,99.20932658135443,0.0
65.50169976607222,3.7092607918407947,94.20875890364253,0.0
61.89735103732461,3.603227738034084,95.19166210488021,0.0
72.51397866076219,0.9942064533898698,106.96167997159289,0.0
62.735807395830314,4.95312704531384,94.82307427130786,0.0
58.701570389317666,2.141112407719791,99.11908755970927,0.0
81.72519015137243,4.089898945399493,121.69936588080543,0.0
68.19378959610772,4.416065406937287,85.76317363116077,0.0
70.5402256375034,6.040987893757976,81.48157268425342,0.0
58.60201451029235,2.0367694013213318,107.83589664798606,0.0
65.64493820379855,-0.529268233731238,93.21356938705897,0.0
70.88738071767892,4.2757743171305425,96.8176247225738,0.0
60.79205138062158,6.700766772266281,92.18843621868886,0.0
73.00558414676537,5.858419529409156,97.40199859232487,0.0
65.19489048064956,4.314489122911938,115.98538112096341,0.0
67.66645000165379,3.2625457215519287,108.0212845861812,0.0
65.18634710216483,5.210683894955966,108.62223511886977,0.0
84.8182254760715,2.539680700443297,85.83772944207354,0.0
69.89202220209653,4.714536654034329,88.4884626344713,0.0
61.538312568352794,4.75820523874994,71.60921340514574,0.0
76.5803592968255,5.59031486124832,91.90619178917245,0.0
60.23325080023182,8.139490058366617,109.56703186385658,0.0
71.67090876003805,4.5886239507681506,105.16946515748371,0.0
54.322639008961794,3.236554561438752,97.78486737047876,0.0
59.374511608812554,3.9616385317120084,99.77699716281947,0.0
71.57488988695299,1.3463861426663226,93.11114457424594,0.0
75.90773263996329,2.9579303033664126,102.04758882401784,0.0
71.37094624951976,3.3860763428303438,107.65878279480614,0.0
69.07481374089407,3.2138674030981114,83.84113212589527,0.0
67.59117043528569,4.228532308050583,102.99647687837349,0.0
58.17182407706058,2.7663701014266993,109.32434870954667,0.0
64.24124633284234,5.681546000986707,95.8489971103663,0.0
66.3148898323217,4.000310597377296,107.00700612120583,0.0
78.45697780975132,3.9860495182920785,128.14654444472552,0.0
72.74894631654769,3.5081579252306234,98.95657207013107,0.0
